,Rooms,Distance,Landsize,Bathroom,Car,BuildingArea,Lattitude,Longtitude,Age,Price
12321,3,11.2,0.0,2.0,4.0,145.0,-37.928000000000004,145.0002,48.0,2100000.0
12325,2,11.2,1647.0,1.0,1.0,73.0,-37.8847,144.9972,14.0,520000.0
12328,4,11.2,286.0,2.0,2.0,283.0,-37.8981,145.0,19.0,2000000.0
12337,3,11.2,0.0,2.0,2.0,189.0,-37.900999999999996,145.0026,83.0,1990000.0
12339,3,11.2,649.0,2.0,4.0,195.0,-37.9056,144.9893,51.0,3025000.0
12343,3,11.2,0.0,2.0,2.0,109.0,-37.9163,144.9901,43.0,1221000.0
12351,5,10.7,780.0,2.0,2.0,206.0,-37.9173,145.0142,68.0,2140000.0
12355,3,10.7,597.0,1.0,1.0,131.0,-37.9064,145.0229,93.0,1635000.0
12375,4,10.7,312.0,3.0,2.0,118.0,-37.9295,145.0144,68.0,1700000.0
12376,5,10.7,583.0,3.0,2.0,271.0,-37.9057,145.0101,9.0,1900000.0
12377,3,10.7,119.0,2.0,1.0,160.0,-37.9084,145.0118,18.0,972000.0
12379,3,5.2,506.0,1.0,2.0,196.8,-37.7723,144.9694,97.0,1652000.0
12380,2,5.2,173.0,1.0,2.0,77.0,-37.7586,144.9653,48.0,735000.0
12381,3,5.2,282.0,1.0,0.0,112.0,-37.7674,144.966,118.0,1210000.0
12383,1,5.2,0.0,1.0,1.0,58.0,-37.7767,144.9676,8.0,528000.0
12384,3,5.2,249.0,1.0,1.0,116.0,-37.7669,144.9664,93.0,1115000.0
12386,2,5.2,638.0,1.0,1.0,48.0,-37.762,144.9647,48.0,320000.0
12388,3,5.2,192.0,2.0,1.0,120.0,-37.7743,144.9637,108.0,1260000.0
12389,4,5.2,373.0,2.0,1.0,200.0,-37.7733,144.9599,9.0,1210000.0
12396,4,5.2,650.0,2.0,4.0,173.45,-37.7575,144.9716,68.0,1385000.0
12397,3,5.2,122.0,2.0,1.0,140.0,-37.7698,144.9661,6.0,981000.0
12398,1,5.2,0.0,1.0,1.0,51.0,-37.7783,144.9635,48.0,418000.0
12399,2,5.2,430.0,1.0,1.0,258.0,-37.7609,144.9623,12.0,585000.0
12401,4,5.2,0.0,3.0,2.0,212.0,-37.775,144.9513,6.0,1900000.0
12406,2,5.2,148.0,1.0,0.0,75.0,-37.7731,144.9568,128.0,884000.0
12409,2,5.2,557.0,1.0,1.0,57.0,-37.7732,144.951,58.0,480000.0
12415,4,4.5,449.0,1.0,2.0,159.0,-37.7671,144.9762,88.0,1310000.0
12419,2,4.5,263.0,1.0,1.0,109.0,-37.7661,144.9742,108.0,1283000.0
12421,2,4.5,137.0,1.0,0.0,67.0,-37.7738,144.9733,128.0,1015000.0
12426,2,4.5,0.0,1.0,1.0,70.0,-37.7755,144.9786,7.0,435000.0
12431,2,4.5,0.0,1.0,2.0,96.0,-37.7761,144.975,13.0,835000.0
12433,3,4.5,446.0,1.0,3.0,125.0,-37.7682,144.9835,78.0,1500000.0
12435,2,5.9,1097.0,1.0,1.0,67.0,-37.7686,144.9421,48.0,407500.0
12438,2,5.9,207.0,1.0,0.0,77.0,-37.7622,144.9406,68.0,825000.0
12439,3,5.9,131.0,3.0,1.0,109.0,-37.7559,144.9378,10.0,645000.0
12447,3,5.9,335.0,1.0,1.0,113.0,-37.766,144.945,78.0,1220000.0
12449,3,5.9,169.0,2.0,1.0,139.0,-37.7585,144.9504,118.0,1100000.0
12451,3,5.9,109.0,1.0,2.0,104.0,-37.7609,144.9416,8.0,670000.0
12452,2,5.9,559.0,1.0,1.0,57.0,-37.7707,144.9488,48.0,640000.0
12457,2,5.9,0.0,1.0,1.0,59.0,-37.7711,144.9487,48.0,545000.0
12459,4,5.9,518.0,2.0,2.0,160.0,-37.7606,144.9499,38.0,1205000.0
12460,3,11.8,0.0,1.0,1.0,110.0,-37.7769,145.088,19.0,860000.0
12461,2,11.8,135.0,1.0,2.0,76.0,-37.7787,145.0918,48.0,599900.0
12463,4,11.8,190.0,2.0,2.0,133.0,-37.7664,145.0884,18.0,910000.0
12465,3,11.8,709.0,2.0,3.0,143.0,-37.7612,145.0968,48.0,1100000.0
12466,5,11.8,564.0,4.0,4.0,185.0,-37.7735,145.0936,63.0,1730000.0
12476,6,11.7,665.0,2.0,2.0,209.0,-37.8493,145.1283,68.0,1591000.0
12481,3,11.7,267.0,2.0,2.0,150.0,-37.8463,145.1071,6.0,975000.0
12486,2,11.7,698.0,1.0,1.0,196.0,-37.8518,145.1278,58.0,1815000.0
12487,3,11.7,862.0,2.0,4.0,179.3,-37.8603,145.0979,68.0,1590000.0
12497,4,11.7,863.0,2.0,1.0,165.0,-37.8539,145.1127,78.0,1601000.0
12499,5,11.7,633.0,1.0,2.0,182.0,-37.8557,145.1285,58.0,1225000.0
12502,3,7.8,643.0,1.0,2.0,116.0,-37.8405,145.0924,98.0,1930000.0
12505,4,7.8,670.0,2.0,0.0,176.0,-37.8378,145.089,88.0,2216000.0
12506,4,7.8,572.0,1.0,3.0,150.0,-37.8411,145.062,108.0,2110000.0
12511,2,7.8,633.0,1.0,3.0,134.3,-37.8427,145.0824,58.0,1900000.0
12513,3,7.8,575.0,2.0,2.0,155.0,-37.8378,145.0909,18.0,1620000.0
12514,4,7.8,790.0,2.0,1.0,251.0,-37.8269,145.0661,128.0,3550000.0
12521,3,7.8,400.0,1.0,2.0,145.0,-37.8333,145.0616,128.0,1905000.0
12524,4,7.8,742.0,2.0,2.0,280.0,-37.8284,145.0673,21.0,2990000.0
12529,3,7.8,112.0,1.0,1.0,85.0,-37.8378,145.0949,58.0,835000.0
12539,5,9.0,2079.0,5.0,4.0,464.3,-37.8179,145.0694,138.0,8000000.0
12543,4,3.2,515.0,2.0,1.0,203.0,-37.7817,144.9742,113.0,3450000.0
12554,2,11.4,0.0,1.0,1.0,73.0,-37.8981,145.0619,38.0,635000.0
12559,1,11.4,0.0,1.0,1.0,46.0,-37.8858,145.0632,58.0,305000.0
12565,3,11.4,515.0,2.0,2.0,156.0,-37.8924,145.0541,88.0,1200000.0
12566,3,11.4,1103.0,1.0,2.0,100.0,-37.8958,145.0603,31.0,945000.0
12571,4,11.4,615.0,2.0,2.0,193.0,-37.8928,145.0531,98.0,1667000.0
12572,1,11.4,0.0,1.0,1.0,46.0,-37.8944,145.0616,58.0,330000.0
12574,3,11.4,0.0,1.0,1.0,84.0,-37.8866,145.0561,53.0,577000.0
12579,1,8.1,750.0,1.0,1.0,43.0,-37.8678,145.0197,53.0,305000.0
12587,2,8.1,0.0,2.0,1.0,85.0,-37.8607,145.0116,7.0,742500.0
12593,2,9.3,0.0,1.0,1.0,71.0,-37.8937,145.0137,15.0,630000.0
12594,3,9.3,305.0,2.0,1.0,129.0,-37.8899,145.023,93.0,1350000.0
12596,2,9.3,0.0,1.0,1.0,61.0,-37.8906,145.0259,58.0,490000.0
12600,3,13.6,235.0,2.0,2.0,112.0,-37.8856,145.0934,18.0,701000.0
12603,3,13.6,418.0,1.0,2.0,132.0,-37.885999999999996,145.096,63.0,905000.0
12604,3,13.6,286.0,2.0,2.0,124.0,-37.8755,145.0954,10.0,988000.0
12605,3,13.6,213.0,2.0,2.0,115.0,-37.8827,145.0942,6.0,820000.0
12607,3,3.4,230.0,1.0,1.0,127.0,-37.788000000000004,144.9967,118.0,1500000.0
12610,2,3.4,72.0,1.0,1.0,90.0,-37.7881,145.0058,38.0,641000.0
12611,2,3.4,158.0,1.0,0.0,95.0,-37.7925,144.9995,128.0,1250000.0
12612,3,3.4,276.0,1.0,0.0,170.0,-37.7933,144.9938,114.0,1652500.0
12615,1,3.4,0.0,1.0,1.0,45.0,-37.7881,145.0058,48.0,465000.0
12622,2,7.8,388.0,1.0,0.0,69.0,-37.7506,144.9694,58.0,495000.0
12623,2,7.8,275.0,1.0,0.0,106.2,-37.7424,144.9576,98.0,930000.0
12626,2,7.8,0.0,1.0,1.0,112.9,-37.7422,144.9604,4.0,781000.0
12628,2,7.8,0.0,1.0,2.0,64.0,-37.7519,144.9496,38.0,677776.0
12631,4,7.8,3747.0,2.0,1.0,143.0,-37.7551,144.9787,12.0,680000.0
12634,3,7.8,120.0,1.0,2.0,113.76,-37.7462,144.9795,28.0,824000.0
12642,4,7.8,453.0,2.0,1.0,187.0,-37.7503,144.9481,108.0,1500000.0
12644,4,7.8,172.0,2.0,1.0,135.0,-37.7483,144.9634,118.0,1005000.0
12646,4,7.8,398.0,2.0,1.0,123.0,-37.7364,144.9787,68.0,901000.0
12647,3,7.8,414.0,1.0,3.0,153.1,-37.7432,144.9573,88.0,990000.0
12648,6,7.8,768.0,3.0,4.0,285.0,-37.7397,144.9603,21.0,1455000.0
12649,3,7.8,500.0,2.0,2.0,148.0,-37.7382,144.9653,118.0,1250000.0
12651,5,7.8,635.0,3.0,2.0,108.0,-37.7516,144.9593,98.0,1790000.0
12652,2,7.8,136.0,1.0,1.0,81.0,-37.7449,144.9754,43.0,650000.0
12654,3,7.8,531.0,2.0,2.0,112.0,-37.7424,144.9571,2.0,720000.0
12655,3,7.8,531.0,2.0,2.0,112.0,-37.7424,144.9571,2.0,720000.0
12669,2,1.6,0.0,1.0,1.0,63.0,-37.7981,144.9883,48.0,535000.0
12673,2,1.6,15900.0,1.0,1.0,98.0,-37.8035,144.985,138.0,945000.0
12677,2,1.6,112.0,1.0,0.0,100.0,-37.8001,144.9901,118.0,888000.0
12680,3,1.6,0.0,2.0,2.0,148.0,-37.8083,144.9908,13.0,1000000.0
12683,3,2.5,117.0,1.0,1.0,147.0,-37.8298,144.9923,118.0,1350000.0
12693,4,13.9,872.0,2.0,2.0,185.0,-37.7906,145.1138,48.0,1300000.0
12694,4,13.9,664.0,2.0,2.0,150.0,-37.7895,145.1116,38.0,1400000.0
12702,4,13.9,661.0,3.0,2.0,170.0,-37.7905,145.1433,53.0,1100000.0
12709,3,13.9,814.0,1.0,1.0,120.0,-37.7909,145.1309,53.0,1355000.0
12729,5,8.0,697.0,2.0,1.0,196.0,-37.7459,144.9159,98.0,1652000.0
12730,3,8.0,387.0,1.0,1.0,135.0,-37.755,144.9272,118.0,1131000.0
12733,1,8.0,845.0,1.0,1.0,45.0,-37.7469,144.9206,41.0,310000.0
12741,3,8.0,227.0,1.0,1.0,120.0,-37.7496,144.892,13.0,700000.0
12745,2,8.0,0.0,1.0,1.0,75.0,-37.7504,144.8957,6.0,610000.0
12746,3,8.0,411.0,2.0,1.0,159.0,-37.7544,144.8986,28.0,960000.0
12749,1,8.0,62.0,1.0,1.0,53.0,-37.7578,144.9134,58.0,426500.0
12750,2,5.8,0.0,1.0,1.0,87.0,-37.7847,145.0109,16.0,676000.0
12753,3,5.8,574.0,1.0,2.0,150.0,-37.783,145.0165,93.0,1500000.0
12756,3,12.4,585.0,1.0,2.0,88.0,-37.695,144.9676,58.0,660000.0
12757,3,12.4,578.0,1.0,3.0,128.0,-37.6966,144.9695,58.0,741000.0
12761,3,12.4,207.0,2.0,1.0,205.0,-37.7049,144.9631,11.0,532000.0
12765,3,12.4,1069.0,1.0,2.0,120.0,-37.6931,144.9596,58.0,1000000.0
12773,2,12.4,0.0,1.0,1.0,67.0,-37.7071,144.9644,48.0,328000.0
12774,3,12.4,247.0,3.0,3.0,103.0,-37.7133,144.975,7.0,543500.0
12777,1,3.5,0.0,1.0,1.0,32.0,-37.777,144.9836,48.0,330000.0
12778,2,3.5,160.0,1.0,0.0,119.0,-37.7933,144.9824,138.0,846000.0
12787,2,3.5,192.0,1.0,0.0,85.2,-37.7793,144.9879,108.0,1055000.0
12790,3,4.4,226.0,2.0,2.0,140.0,-37.7824,144.9243,16.0,1250000.0
12793,2,4.4,274.0,1.0,0.0,103.0,-37.7813,144.9238,88.0,953000.0
12795,2,4.4,0.0,1.0,1.0,96.0,-37.788000000000004,144.9306,128.0,603000.0
12796,3,4.4,320.0,1.0,1.0,110.0,-37.7844,144.9359,78.0,940000.0
12797,5,4.4,432.0,1.0,1.0,200.0,-37.7859,144.9323,103.0,1550000.0
12798,2,4.4,0.0,1.0,1.0,72.9,-37.7829,144.9247,48.0,500000.0
12799,2,4.4,0.0,1.0,1.0,62.0,-37.7826,144.9311,48.0,450000.0
12800,2,4.4,472.0,1.0,1.0,55.0,-37.7851,144.922,58.0,390000.0
12802,3,4.4,180.0,1.0,1.0,132.0,-37.7839,144.9273,27.0,1085000.0
12804,2,4.4,209.0,1.0,0.0,75.0,-37.7846,144.9347,128.0,1060000.0
12805,3,4.4,143.0,1.0,0.0,136.0,-37.7868,144.9336,128.0,917000.0
12811,2,6.4,267.0,1.0,0.0,99.5,-37.7961,144.89,128.0,885000.0
12813,2,6.4,0.0,2.0,1.0,70.0,-37.7883,144.884,7.0,485000.0
12814,3,6.4,219.0,1.0,1.0,3.0,-37.796,144.8819,7.0,760000.0
12817,3,6.4,267.0,1.0,1.0,101.0,-37.7951,144.8901,118.0,871000.0
12824,2,6.4,172.0,1.0,0.0,80.0,-37.7936,144.8905,118.0,882000.0
12825,3,6.4,272.0,1.0,2.0,106.0,-37.7977,144.904,98.0,895000.0
12828,1,10.4,1162.0,1.0,1.0,44.0,-37.8911,145.0451,53.0,260000.0
12835,3,9.2,269.0,2.0,2.0,184.0,-37.854,145.0542,21.0,1452000.0
12837,3,9.2,732.0,1.0,3.0,138.0,-37.8562,145.0864,68.0,1800000.0
12838,3,9.2,0.0,2.0,2.0,131.0,-37.8574,145.0494,23.0,1253000.0
12848,4,9.2,622.0,3.0,3.0,160.0,-37.858000000000004,145.0859,78.0,1760000.0
12852,3,9.2,662.0,3.0,2.0,265.0,-37.8605,145.0455,30.0,3310000.0
12855,3,9.2,453.0,1.0,2.0,102.0,-37.8487,145.0592,88.0,1601000.0
12859,2,9.2,157.0,1.0,1.0,97.0,-37.8499,145.0814,48.0,910000.0
12864,3,13.0,742.0,1.0,2.0,101.0,-37.702,144.9538,48.0,780000.0
12865,2,13.0,1137.0,2.0,1.0,82.0,-37.7045,144.9204,9.0,420000.0
12866,3,13.0,697.0,1.0,2.0,148.0,-37.7097,144.9256,63.0,895000.0
12871,3,13.0,751.0,1.0,2.0,145.0,-37.6962,144.9376,46.0,885000.0
12872,3,13.0,663.0,1.0,2.0,84.0,-37.6962,144.9349,68.0,597500.0
12875,3,13.0,738.0,1.0,2.0,107.4,-37.6972,144.941,58.0,822000.0
12887,5,13.0,227.0,1.0,1.0,152.0,-37.6979,144.941,5.0,645000.0
12888,3,13.0,258.0,1.0,2.0,142.6,-37.7047,144.9087,17.0,595000.0
12890,4,13.0,715.0,3.0,2.0,271.0,-37.709,144.9373,48.0,1050000.0
12893,3,13.0,694.0,1.0,2.0,110.0,-37.6974,144.9112,58.0,705000.0
12895,3,13.0,0.0,2.0,2.0,118.0,-37.7074,144.9266,9.0,590000.0
12896,3,13.0,243.0,2.0,2.0,133.0,-37.7116,144.9357,4.0,680000.0
12898,3,13.0,666.0,1.0,2.0,176.0,-37.7015,144.9191,58.0,935000.0
12902,3,12.1,605.0,1.0,4.0,145.0,-37.705999999999996,144.9467,58.0,740000.0
12915,2,13.7,516.0,2.0,1.0,92.0,-37.9365,145.0008,11.0,837000.0
12917,4,13.7,684.0,3.0,2.0,317.0,-37.9436,145.0169,10.0,2500000.0
12924,2,13.7,90.0,1.0,1.0,90.0,-37.9354,144.9994,56.0,860000.0
12940,3,4.6,338.0,1.0,2.0,132.0,-37.8139,145.0243,108.0,1700000.0
12941,1,4.6,0.0,1.0,1.0,51.0,-37.8194,145.0397,58.0,440000.0
12943,1,4.6,918.0,1.0,1.0,50.0,-37.8294,145.033,12.0,535000.0
12945,2,4.6,2679.0,1.0,1.0,78.0,-37.8261,145.0269,58.0,635000.0
12946,1,4.6,0.0,1.0,0.0,55.0,-37.826,145.0239,61.0,317500.0
12949,1,4.6,6494.0,1.0,1.0,77.5,-37.8254,145.0255,53.0,360000.0
12956,2,4.6,221.0,1.0,0.0,106.0,-37.8163,145.0251,118.0,1800000.0
12957,1,4.6,479.0,1.0,0.0,30.0,-37.8292,145.0322,48.0,275000.0
12960,3,4.6,269.0,1.0,0.0,134.0,-37.8162,145.0206,113.0,1525000.0
12966,2,4.6,0.0,1.0,0.0,82.3,-37.832,145.0431,58.0,560000.0
12974,3,7.5,0.0,2.0,2.0,187.0,-37.8302,145.0527,8.0,1264000.0
12980,4,7.5,667.0,3.0,2.0,310.0,-37.8374,145.0511,30.0,3600000.0
12984,3,7.5,185.0,2.0,2.0,185.0,-37.8255,145.0481,33.0,1405000.0
12991,2,7.5,0.0,1.0,2.0,64.0,-37.8254,145.0474,48.0,555000.0
12999,3,10.6,330.0,2.0,2.0,171.0,-37.7524,145.06,10.0,1271000.0
13004,2,10.5,263.0,1.0,1.0,84.0,-37.7428,145.0511,26.0,665000.0
13005,3,10.5,192.0,1.0,2.0,91.0,-37.7388,145.0581,23.0,575000.0
13007,4,10.5,374.0,1.0,2.0,113.0,-37.7437,145.0506,78.0,706000.0
13016,3,10.5,317.0,1.0,1.0,95.0,-37.7397,145.0513,68.0,657000.0
13019,3,10.5,0.0,2.0,1.0,123.0,-37.7502,145.0465,3.0,630000.0
13022,2,9.4,465.0,1.0,2.0,81.0,-37.7369,145.0371,58.0,650000.0
13023,3,9.4,658.0,1.0,2.0,99.0,-37.7445,145.0386,58.0,855000.0
13025,2,9.4,391.0,1.0,0.0,74.0,-37.7349,145.0398,58.0,613000.0
13026,3,9.4,476.0,1.0,2.0,200.0,-37.7339,145.0405,62.0,640000.0
13034,4,13.0,370.0,4.0,2.0,255.79,-37.8919,145.0781,12.0,1340000.0
13041,4,7.9,449.0,2.0,1.0,252.0,-37.777,145.0414,73.0,1410000.0
13044,4,7.9,589.0,2.0,1.0,185.0,-37.7671,145.037,108.0,1650000.0
13050,3,7.9,618.0,2.0,2.0,215.0,-37.7817,145.0391,58.0,1851000.0
13061,5,9.0,737.0,3.0,2.0,325.0,-37.7794,145.0647,10.0,2325000.0
13062,3,9.0,1132.0,2.0,2.0,240.0,-37.7715,145.0688,68.0,2400000.0
13066,4,15.0,658.0,2.0,2.0,198.0,-37.7358,144.8217,38.0,646000.0
13070,3,12.8,573.0,2.0,4.0,176.0,-37.7473,144.8555,38.0,843000.0
13071,3,12.8,700.0,2.0,2.0,126.0,-37.7322,144.8722,38.0,835000.0
13072,3,12.8,162.0,2.0,1.0,115.0,-37.7308,144.8664,3.0,635000.0
13074,3,12.8,535.0,1.0,1.0,134.0,-37.7475,144.852,38.0,745000.0
13079,3,12.8,703.0,1.0,1.0,111.0,-37.746,144.8651,53.0,941000.0
13094,5,5.6,609.0,5.0,3.0,424.0,-37.8064,145.0451,48.0,3800000.0
13096,3,5.6,0.0,2.0,2.0,102.0,-37.794000000000004,145.033,38.0,752000.0
13098,3,5.6,111.0,1.0,2.0,3.0,-37.7941,145.0238,146.0,690000.0
13103,4,5.6,320.0,2.0,0.0,186.36,-37.8127,145.0451,98.0,2600000.0
13105,5,5.6,800.0,4.0,2.0,490.0,-37.8147,145.0571,6.0,4515000.0
13107,2,5.6,826.0,1.0,1.0,95.0,-37.805,145.0546,58.0,820000.0
13115,3,5.6,247.0,2.0,2.0,147.2,-37.7944,145.0327,11.0,835000.0
13128,2,7.5,838.0,1.0,1.0,70.0,-37.7974,145.0526,48.0,590000.0
13129,3,7.5,422.0,2.0,2.0,120.0,-37.7927,145.056,68.0,1402000.0
13134,3,7.8,276.0,1.0,1.0,105.0,-37.8082,144.8828,93.0,1190000.0
13135,4,7.8,318.0,1.0,1.0,145.0,-37.8105,144.8803,58.0,1205000.0
13136,3,7.8,555.0,1.0,3.0,168.0,-37.8083,144.8754,78.0,860000.0
13146,2,9.2,315.0,1.0,0.0,89.0,-37.7835,144.8723,28.0,472500.0
13148,3,9.2,159.0,2.0,2.0,128.0,-37.785,144.8673,2.0,675000.0
13149,2,9.2,2787.0,2.0,1.0,75.0,-37.7794,144.872,5.0,405000.0
13152,3,9.2,660.0,1.0,2.0,88.0,-37.7851,144.8654,63.0,930000.0
13154,1,7.4,0.0,1.0,1.0,46.0,-37.8691,145.0345,58.0,365000.0
13159,3,7.4,192.0,2.0,2.0,191.0,-37.8654,145.0297,8.0,2250000.0
13175,3,11.2,840.0,1.0,2.0,170.0,-37.883,145.0791,68.0,2250000.0
13179,4,11.2,709.0,2.0,2.0,214.0,-37.8693,145.0423,108.0,3200000.0
13188,3,11.2,711.0,2.0,2.0,196.0,-37.8723,145.0387,103.0,2020000.0
13190,2,11.2,259.0,1.0,1.0,99.0,-37.8718,145.0526,48.0,1211000.0
13193,4,11.2,230.0,2.0,2.0,178.0,-37.8806,145.0831,11.0,1380000.0
13194,4,11.2,380.0,3.0,2.0,160.0,-37.8792,145.0869,10.0,1715157.0
13196,3,11.2,446.0,1.0,2.0,134.0,-37.8784,145.0654,38.0,1220000.0
13207,5,8.7,601.0,3.0,2.0,274.0,-37.7637,144.8843,17.0,1620000.0
13208,4,8.7,224.0,3.0,2.0,205.0,-37.7641,144.8885,3.0,1190000.0
13211,4,2.8,0.0,2.0,1.0,213.0,-37.8177,144.9544,80.0,1850000.0
13212,1,2.8,0.0,1.0,0.0,41.0,-37.8122,144.9582,8.0,333000.0
13214,2,2.8,0.0,1.0,0.0,60.0,-37.8084,144.9602,12.0,452000.0
13219,1,2.8,0.0,1.0,0.0,52.0,-37.8199,144.9558,18.0,275000.0
13220,2,2.8,1136.0,2.0,1.0,88.0,-37.8211,144.9559,9.0,683000.0
13222,2,2.8,0.0,1.0,1.0,66.0,-37.8106,144.9646,13.0,640000.0
13230,4,11.8,719.0,2.0,5.0,271.0,-37.812,145.1082,68.0,2100000.0
13241,2,6.9,0.0,1.0,1.0,70.0,-37.7679,144.9245,13.0,439000.0
13242,2,6.9,313.0,1.0,2.0,95.0,-37.7663,144.9098,98.0,1040000.0
13243,3,6.9,803.0,2.0,2.0,166.0,-37.7627,144.9047,103.0,1670000.0
13245,4,6.9,675.0,2.0,3.0,228.0,-37.7686,144.912,98.0,1940000.0
13246,2,6.9,0.0,2.0,1.0,63.0,-37.7675,144.92,3.0,560000.0
13248,4,6.9,574.0,2.0,3.0,203.0,-37.7644,144.9061,108.0,1515000.0
13251,5,6.9,597.0,2.0,2.0,322.0,-37.7611,144.9095,88.0,2300000.0
13254,2,6.9,272.0,1.0,2.0,85.0,-37.7641,144.9073,118.0,970000.0
13256,3,6.9,231.0,1.0,2.0,130.0,-37.7616,144.9284,23.0,1070000.0
13258,2,6.9,0.0,2.0,1.0,82.0,-37.7679,144.9245,14.0,542000.0
13259,3,6.9,275.0,2.0,2.0,106.0,-37.766999999999996,144.9108,138.0,1240000.0
13260,4,6.9,431.0,2.0,3.0,246.0,-37.7615,144.9094,108.0,955000.0
13265,4,12.1,651.0,2.0,2.0,199.0,-37.8879,145.0768,78.0,1656000.0
13269,2,12.1,1113.0,1.0,2.0,93.0,-37.8892,145.0664,8.0,582000.0
13275,3,12.1,557.0,1.0,2.0,108.0,-37.9059,145.0733,68.0,1255000.0
13278,2,12.1,77.0,1.0,1.0,77.0,-37.8999,145.0643,48.0,535000.0
13280,2,12.1,0.0,2.0,1.0,75.0,-37.8882,145.0666,5.0,586000.0
13282,4,8.4,402.0,2.0,1.0,146.0,-37.8433,144.8774,93.0,1230000.0
13283,4,8.4,480.0,2.0,3.0,235.0,-37.8439,144.8733,78.0,1560000.0
13296,3,8.4,333.0,2.0,2.0,192.0,-37.8334,144.8673,8.0,975000.0
13297,5,8.4,760.0,2.0,7.0,229.0,-37.8437,144.865,83.0,1820000.0
13298,3,8.4,575.0,2.0,2.0,128.0,-37.8389,144.8666,1.0,900000.0
13304,4,8.4,540.0,2.0,4.0,113.0,-37.8339,144.8716,48.0,956000.0
13307,4,8.4,837.0,1.0,4.0,173.0,-37.836999999999996,144.8772,88.0,1650000.0
13308,4,8.4,580.0,2.0,3.0,222.0,-37.8477,144.8903,128.0,2337000.0
13311,3,8.4,452.0,1.0,0.0,146.0,-37.8402,144.8886,68.0,1075000.0
13317,3,11.2,297.0,2.0,1.0,139.0,-37.738,144.8865,63.0,810000.0
13321,2,11.2,167.0,1.0,1.0,69.0,-37.7343,144.8824,5.0,510000.0
13322,1,11.2,710.0,1.0,1.0,58.0,-37.7355,144.8874,3.0,325000.0
13323,3,11.2,202.0,2.0,2.0,151.0,-37.7418,144.8833,3.0,800000.0
13325,3,11.2,1218.0,1.0,1.0,94.0,-37.736,144.8886,6.0,500000.0
13328,2,5.5,1106.0,2.0,1.0,70.0,-37.7679,144.9994,9.0,680000.0
13331,3,5.5,191.0,1.0,0.0,108.0,-37.7717,144.995,103.0,1300000.0
13332,2,5.5,228.0,1.0,2.0,110.0,-37.7634,144.9985,14.0,995000.0
13333,5,5.5,406.0,2.0,0.0,225.0,-37.7751,145.0099,118.0,1750000.0
13347,2,5.5,181.0,1.0,1.0,85.0,-37.7659,144.9903,93.0,1050000.0
13350,3,5.5,534.0,1.0,1.0,127.0,-37.7677,145.0142,58.0,1235000.0
13352,2,11.5,161.0,1.0,1.0,112.0,-37.711999999999996,144.9175,3.0,600000.0
13354,3,11.5,220.0,1.0,2.0,90.0,-37.7131,144.9091,28.0,601000.0
13355,3,11.5,341.0,2.0,1.0,170.0,-37.7166,144.9104,15.0,755000.0
13363,3,11.5,0.0,1.0,1.0,94.0,-37.7188,144.9243,20.0,648000.0
13367,4,14.0,537.0,2.0,2.0,199.0,-37.91,145.096,98.0,1615000.0
13368,3,14.0,160.0,1.0,2.0,104.0,-37.8946,145.0944,48.0,655000.0
13369,5,14.0,707.0,3.0,2.0,175.0,-37.9098,145.097,63.0,1351000.0
13373,4,14.0,691.0,3.0,4.0,213.0,-37.8999,145.0993,68.0,1600000.0
13374,4,14.0,598.0,2.0,2.0,222.0,-37.898,145.0928,118.0,1840000.0
13377,5,11.8,699.0,2.0,2.0,228.0,-37.908,145.0502,93.0,2250000.0
13378,2,11.8,0.0,1.0,1.0,74.0,-37.9023,145.0461,48.0,437500.0
13380,3,11.8,199.0,2.0,2.0,167.0,-37.9034,145.0409,23.0,960000.0
13384,4,11.8,314.0,2.0,2.0,189.0,-37.9084,145.0532,18.0,1425000.0
13389,3,2.6,180.0,2.0,1.0,120.0,-37.7961,144.9538,128.0,2790000.0
13393,3,9.9,294.0,2.0,2.0,110.0,-37.7215,144.9251,68.0,755000.0
13397,2,9.9,587.0,1.0,1.0,95.0,-37.7306,144.9357,98.0,999000.0
13399,4,9.9,593.0,1.0,1.0,131.0,-37.7278,144.9463,48.0,800000.0
13404,4,9.9,596.0,1.0,2.0,130.0,-37.7195,144.9456,58.0,770000.0
13406,3,9.9,0.0,1.0,1.0,129.0,-37.7243,144.9473,18.0,585000.0
13409,3,9.9,321.0,1.0,2.0,94.0,-37.7242,144.9424,68.0,708000.0
13413,2,9.9,134.0,1.0,1.0,75.0,-37.7216,144.9292,30.0,427500.0
13416,3,9.9,141.0,2.0,1.0,94.0,-37.7177,144.9328,9.0,560000.0
13419,2,9.9,0.0,1.0,1.0,82.0,-37.7324,144.9377,7.0,520000.0
13427,5,9.9,706.0,2.0,2.0,166.0,-37.7328,144.9281,68.0,958000.0
13429,3,3.8,92.0,3.0,0.0,105.0,-37.8368,144.9463,108.0,1400000.0
13432,2,3.8,2166.0,1.0,1.0,54.0,-37.8415,144.9412,6.0,520000.0
13436,2,3.8,0.0,2.0,1.0,90.0,-37.84,144.939,6.0,801000.0
13439,3,3.8,368.0,2.0,2.0,226.0,-37.8323,144.9463,138.0,2400000.0
13444,2,3.8,7159.0,1.0,1.0,61.0,-37.841,144.9386,10.0,575000.0
13457,4,3.8,317.0,3.0,2.0,156.0,-37.8346,144.9358,118.0,2700000.0
13461,2,3.8,0.0,1.0,1.0,61.0,-37.8443,144.9442,13.0,600000.0
